title;genres;rating;action;film-noir;imax;crime;fantasy;children;comedy;musical;horror;animation;adventure;mystery;romance;documentary;thriller;war;sci-fi;drama;western
Purple Rose of Cairo, The (1985);Comedy|Drama|Fantasy|Romance;C;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Out of the Past (1947);Film-Noir;B;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tender Mercies (1983);Drama|Romance|Western;C;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
Jungle Book, The (1967);Animation|Children|Comedy|Musical;C;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0
Lady and the Tramp (1955);Animation|Children|Comedy|Romance;C;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0
101 Dalmatians (One Hundred and One Dalmatians) (1961);Adventure|Animation|Children;C;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
Something Wicked This Way Comes (1983);Children|Drama|Fantasy|Mystery|Thriller;E;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0
Splash (1984);Comedy|Fantasy|Romance;D;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Lord of the Rings, The (1978);Adventure|Animation|Children|Fantasy;D;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
Cujo (1983);Horror|Thriller;F;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Watership Down (1978);Adventure|Animation|Children|Drama|Fantasy;B;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0
Pretty in Pink (1986);Comedy|Drama|Romance;D;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Stage Fright (1950);Mystery|Romance|Thriller;C;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Untouchables, The (1987);Action|Crime|Drama;C;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lifeboat (1944);Drama|War;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Suspicion (1941);Film-Noir|Mystery|Thriller;B;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Married to the Mob (1988);Comedy;D;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
My Blue Heaven (1990);Comedy;D;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Edward Scissorhands (1990);Drama|Fantasy|Romance;C;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Life Is Beautiful (La Vita è bella) (1997);Comedy|Drama|Romance|War;B;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0
Siege, The (1998);Action|Thriller;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Waterboy, The (1998);Comedy;D;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Nights of Cabiria (Notti di Cabiria, Le) (1957);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bug's Life, A (1998);Adventure|Animation|Children|Comedy;C;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
Central Station (Central do Brasil) (1998);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Celebration, The (Festen) (1998);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Star Trek: Insurrection (1998);Action|Drama|Romance|Sci-Fi;D;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0
Prince of Egypt, The (1998);Animation|Musical;C;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Rocky III (1982);Action|Drama;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Rocky IV (1985);Action|Drama;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Karate Kid, Part III, The (1989);Action|Adventure|Children|Drama;G;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
Crocodile Dundee (1986);Adventure|Comedy;D;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Christine (1983);Horror;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Village of the Damned (1960);Horror|Sci-Fi|Thriller;D;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
Children of the Damned (1963);Horror|Sci-Fi|Thriller;D;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
King and I, The (1956);Drama|Musical|Romance;B;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
Matrix, The (1999);Action|Sci-Fi|Thriller;B;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Mildred Pierce (1945);Drama|Film-Noir;B;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Thing from Another World, The (1951);Horror|Sci-Fi;C;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
War of the Worlds, The (1953);Action|Drama|Sci-Fi;D;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Buena Vista Social Club (1999);Documentary|Musical;A;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Big Daddy (1999);Comedy;D;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
South Park: Bigger, Longer and Uncut (1999);Animation|Comedy|Musical;C;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
Blair Witch Project, The (1999);Drama|Horror|Thriller;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
Ghostbusters II (1989);Comedy|Fantasy|Sci-Fi;D;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Haunting, The (1999);Horror|Thriller;F;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Mystery Men (1999);Action|Comedy|Fantasy;D;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Iron Giant, The (1999);Adventure|Animation|Children|Drama|Sci-Fi;B;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0
Sixth Sense, The (1999);Drama|Horror|Mystery;C;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
Cat's Eye (1985);Horror;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Big (1988);Comedy|Drama|Fantasy|Romance;C;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Pelican Brief, The (1993);Crime|Drama|Mystery|Romance|Thriller;E;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0
Hard Day's Night, A (1964);Adventure|Comedy|Musical;C;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Sanjuro (Tsubaki Sanjûrô) (1962);Action|Adventure|Drama;A;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Gilda (1946);Drama|Film-Noir|Mystery|Romance;B;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
South Pacific (1958);Musical|Romance|War;C;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
Fistful of Dollars, A (Per un pugno di dollari) (1964);Action|Western;C;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Fight Club (1999);Action|Crime|Drama|Thriller;A;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Who Framed Roger Rabbit? (1988);Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery;C;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0
Princess Mononoke (Mononoke-hime) (1997);Action|Adventure|Animation|Drama|Fantasy;C;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0
Yojimbo (1961);Action|Adventure;B;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Meatballs (1979);Comedy;D;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Dead Again (1991);Mystery|Romance|Thriller;C;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Sleepy Hollow (1999);Fantasy|Horror|Mystery|Romance;C;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0
Scrooged (1988);Comedy|Fantasy|Romance;D;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Fatal Attraction (1987);Drama|Thriller;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Fisher King, The (1991);Comedy|Drama|Fantasy|Romance;C;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Places in the Heart (1984);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Toy Story 2 (1999);Adventure|Animation|Children|Comedy|Fantasy;C;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
Last Picture Show, The (1971);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Sister Act (1992);Comedy|Crime;D;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Death Becomes Her (1992);Comedy|Fantasy;E;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Far and Away (1992);Adventure|Drama|Romance;D;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
Man Bites Dog (C'est arrivé près de chez vous) (1992);Comedy|Crime|Drama|Thriller;A;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
Scream 3 (2000);Comedy|Horror|Mystery|Thriller;E;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0
Splendor in the Grass (1961);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
...And Justice for All (1979);Drama|Thriller;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Creature Comforts (1989);Animation|Comedy;A;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Guess Who's Coming to Dinner (1967);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lord of the Flies (1963);Adventure|Drama|Thriller;D;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0
Hustler, The (1961);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Place in the Sun, A (1951);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Gold Rush, The (1925);Adventure|Comedy|Romance;B;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
White Christmas (1954);Comedy|Musical|Romance;B;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Conversation, The (1974);Drama|Mystery;B;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Anatomy of a Murder (1959);Drama|Mystery;B;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Invisible Man, The (1933);Horror|Sci-Fi;C;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
Two Family House (2000);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000);Children|Comedy|Fantasy;D;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Unbreakable (2000);Drama|Sci-Fi;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000);Action|Drama|Romance;C;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Dude, Where's My Car? (2000);Comedy|Sci-Fi;E;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
House of Mirth, The (2000);Romance;F;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Miss Congeniality (2000);Comedy|Crime;D;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
O Brother, Where Art Thou? (2000);Adventure|Comedy|Crime;C;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Evil Dead, The (1981);Fantasy|Horror|Thriller;C;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Hope and Glory (1987);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
My Demon Lover (1987);Comedy|Horror;H;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Series 7: The Contenders (2001);Action|Drama;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Manhunter (1986);Action|Crime|Drama|Horror|Thriller;C;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
Memento (2000);Mystery|Thriller;B;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Spy Kids (2001);Action|Adventure|Children|Comedy;E;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
Scarface (1983);Action|Crime|Drama;C;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Shrek (2001);Adventure|Animation|Children|Comedy|Fantasy|Romance;C;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0
Throw Momma from the Train (1987);Comedy|Crime;D;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Faust (1926);Drama|Fantasy|Horror;B;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Final Fantasy: The Spirits Within (2001);Adventure|Animation|Fantasy|Sci-Fi;C;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0
More (1998);Animation|Drama|Sci-Fi|IMAX;A;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Crossing Delancey (1988);Comedy|Romance;A;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
My Stepmother Is an Alien (1988);Comedy|Romance|Sci-Fi;D;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
Running on Empty (1988);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Tetsuo, the Ironman (Tetsuo) (1988);Action|Horror|Sci-Fi|Thriller;C;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
Jesus of Montreal (Jésus de Montréal) (1989);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Jurassic Park III (2001);Action|Adventure|Sci-Fi|Thriller;E;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
Turner & Hooch (1989);Comedy|Crime;D;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
K-PAX (2001);Drama|Fantasy|Mystery|Sci-Fi;C;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001);Adventure|Children|Fantasy;C;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Devil's Backbone, The (Espinazo del diablo, El) (2001);Drama|Fantasy|Horror|Thriller|War;C;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0
And Then There Were None (1945);Crime|Mystery;C;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bill & Ted's Bogus Journey (1991);Adventure|Comedy|Fantasy|Sci-Fi;D;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
Lord of the Rings: The Fellowship of the Ring, The (2001);Adventure|Fantasy;B;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Defiant Ones, The (1958);Adventure|Crime|Drama|Thriller;C;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0
Witness for the Prosecution (1957);Drama|Mystery|Thriller;A;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
Yentl (1983);Drama|Musical|Romance;B;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
The Count of Monte Cristo (2002);Action|Adventure|Drama|Thriller;C;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0
Going Places (Valseuses, Les) (1974);Comedy|Crime|Drama;A;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Sleuth (1972);Comedy|Mystery|Thriller;B;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
Promises (2001);Documentary;A;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Blade II (2002);Action|Horror|Thriller;D;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Enigma (2001);Romance|Thriller;D;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Believer, The (2001);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Insomnia (2002);Action|Crime|Drama|Mystery|Thriller;C;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
84 Charing Cross Road (1987);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Minority Report (2002);Action|Crime|Mystery|Sci-Fi|Thriller;C;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
Lovely & Amazing (2001);Comedy|Drama|Romance;D;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Pumpkin (2002);Comedy|Drama|Romance;D;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002);Action|Comedy|Sci-Fi;E;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
The Importance of Being Earnest (1952);Comedy|Romance;A;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Red Beard (Akahige) (1965);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Signs (2002);Horror|Sci-Fi|Thriller;D;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
Down and Out in Beverly Hills (1986);Comedy;D;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Yearling, The (1946);Children|Drama;B;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Spirited Away (Sen to Chihiro no kamikakushi) (2001);Adventure|Animation|Fantasy;B;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Jonah: A VeggieTales Movie (2002);Animation|Children|Musical;F;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
Real Women Have Curves (2002);Comedy|Drama;A;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
Grave of the Fireflies (Hotaru no haka) (1988);Animation|Drama|War;B;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
Gallipoli (1981);Drama|War;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Zulu (1964);Action|Drama|War;B;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Lord of the Rings: The Two Towers, The (2002);Adventure|Fantasy;B;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
My Neighbor Totoro (Tonari no Totoro) (1988);Animation|Children|Drama|Fantasy;C;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0
Chicago (2002);Comedy|Crime|Drama|Musical;C;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
City of God (Cidade de Deus) (2002);Action|Adventure|Crime|Drama|Thriller;B;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0
All the Real Girls (2003);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Lady Jane (1986);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Born Free (1966);Adventure|Children|Drama;B;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
Europa Europa (Hitlerjunge Salomon) (1990);Drama|War;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Awful Truth, The (1937);Comedy|Romance;A;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Stevie (2002);Documentary;A;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Phone Booth (2002);Drama|Thriller;D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001);Action|Animation|Sci-Fi|Thriller;C;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
House of 1000 Corpses (2003);Horror;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Holes (2003);Adventure|Children|Comedy|Mystery;C;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
Fahrenheit 451 (1966);Drama|Sci-Fi;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Legal Eagles (1986);Comedy|Crime|Romance;E;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Identity (2003);Crime|Horror|Mystery|Thriller;C;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986);Action|Adventure|Animation|Children|Fantasy|Sci-Fi;B;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0
Bruce Almighty (2003);Comedy|Drama|Fantasy|Romance;C;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0
Finding Nemo (2003);Adventure|Animation|Children|Comedy;C;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
Shenandoah (1965);Drama|War|Western;B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
28 Days Later (2002);Action|Horror|Sci-Fi;C;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
You Only Live Once (1937);Crime|Film-Noir;A;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pirates of the Caribbean: The Curse of the Black Pearl (2003);Action|Adventure|Comedy|Fantasy;C;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003);Action|Fantasy|Sci-Fi;E;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
I Capture the Castle (2003);Drama|Romance;A;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Northfork (2003);Drama|Fantasy;E;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Lara Croft Tomb Raider: The Cradle of Life (2003);Action|Adventure|Comedy|Romance|Thriller;E;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
Magdalene Sisters, The (2002);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Double Life, A (1947);Crime|Drama|Film-Noir;E;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Red Shoes, The (1948);Drama|Fantasy|Musical|Romance;C;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0
Millennium Actress (Sennen joyû) (2001);Animation|Drama|Romance;C;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
Triplets of Belleville, The (Les triplettes de Belleville) (2003);Animation|Comedy|Fantasy;C;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Lagaan: Once Upon a Time in India (2001);Comedy|Drama|Musical|Romance;B;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0
Seven Brides for Seven Brothers (1954);Comedy|Musical|Romance|Western;C;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1
Babette's Feast (Babettes gæstebud) (1987);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Come and See (Idi i smotri) (1985);Drama|War;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Devil's Playground (2002);Documentary;A;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
WarGames (1983);Drama|Sci-Fi|Thriller;C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
Night of the Hunter, The (1955);Drama|Film-Noir|Thriller;B;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Battle Royale (Batoru rowaiaru) (2000);Action|Drama|Horror|Thriller;C;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
Roberta (1935);Comedy|Musical|Romance;B;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Swing Time (1936);Comedy|Musical|Romance;B;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
Red River (1948);Action|Adventure|Western;B;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Woman Under the Influence, A (1974);Drama;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Shot in the Dark, A (1964);Comedy|Crime|Mystery;E;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Passage to India, A (1984);Adventure|Drama;B;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Adam's Rib (1949);Comedy|Romance;A;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Night at the Opera, A (1935);Comedy|Musical|Romance;B;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
