title,genres,rating,action,film-noir,imax,crime,fantasy,children,comedy,musical,horror,animation,adventure,mystery,romance,documentary,thriller,war,sci-fi,drama,western
Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,B,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Jumanji (1995),Adventure|Children|Fantasy,B,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Get Shorty (1995),Comedy|Crime|Thriller,B,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,C,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,A,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Dangerous Minds (1995),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
It Takes Two (1995),Children|Comedy,D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Restoration (1995),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
How to Make an American Quilt (1995),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Usual Suspects, The (1995)",Crime|Mystery|Thriller,A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Mary Reilly (1996),Drama|Horror|Thriller,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,B,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Braveheart (1995),Action|Drama|War,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Boomerang (1992),Comedy|Romance,D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Apollo 13 (1995),Adventure|Drama|IMAX,B,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Batman Forever (1995),Action|Adventure|Comedy|Crime,D,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Congo (1995),Action|Adventure|Mystery|Sci-Fi,D,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"Net, The (1995)",Action|Crime|Thriller,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Miracle on 34th Street (1994),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
My Family (1995),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Natural Born Killers (1994),Action|Crime|Thriller,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Once Were Warriors (1994),Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,A,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"Santa Clause, The (1994)",Comedy|Drama|Fantasy,C,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Shawshank Redemption, The (1994)",Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Virtuosity (1995),Action|Sci-Fi|Thriller,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Corrina, Corrina (1994)",Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Forrest Gump (1994),Comedy|Drama|Romance|War,A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
It Could Happen to You (1994),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,B,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Speed (1994),Action|Romance|Thriller,B,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Addams Family Values (1993),Children|Comedy|Fantasy,C,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Airheads (1994),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Beauty (1994),Adventure|Children|Drama,C,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
M. Butterfly (1993),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Radioland Murders (1994),Comedy|Mystery|Romance,B,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Renaissance Man (1994),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Sliver (1993),Thriller,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,B,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Home Alone (1990),Children|Comedy,D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,B,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,B,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Dances with Wolves (1990),Adventure|Drama|Western,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,A,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,B,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Pinocchio (1940),Animation|Children|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Fargo (1996),Comedy|Crime|Drama|Thriller,A,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"Aristocats, The (1970)",Animation|Children,B,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Courage Under Fire (1996),Action|Crime|Drama|War,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,B,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,D,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
Mulholland Falls (1996),Crime|Drama|Thriller,D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,A,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Twister (1996),Action|Adventure|Romance|Thriller,B,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,B,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Trainspotting (1996),Comedy|Crime|Drama,A,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Lone Star (1996),Drama|Mystery|Western,A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Chain Reaction (1996),Action|Adventure|Thriller,D,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tin Cup (1996),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Godfather, The (1972)",Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"American in Paris, An (1951)",Musical|Romance,B,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Vertigo (1958),Drama|Mystery|Romance|Thriller,A,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,A,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,B,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"Maltese Falcon, The (1941)",Film-Noir|Mystery,A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Fair Lady (1964),Comedy|Drama|Musical|Romance,A,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Meet Me in St. Louis (1944),Musical,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Citizen Kane (1941),Drama|Mystery,A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Rebecca (1940),Drama|Mystery|Romance|Thriller,A,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,B,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Notorious (1946),Film-Noir|Romance|Thriller,A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Spellbound (1945),Mystery|Romance|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,A,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Mark of Zorro, The (1940)",Adventure,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,B,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Giant (1956),Drama|Romance|Western,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,A,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"African Queen, The (1951)",Adventure|Comedy|Romance|War,B,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,B,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
Fly Away Home (1996),Adventure|Children,B,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Parent Trap, The (1961)",Children|Comedy|Romance,C,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,B,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Mary Poppins (1964),Children|Comedy|Fantasy|Musical,B,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Dumbo (1941),Animation|Children|Drama|Musical,B,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Pete's Dragon (1977),Adventure|Animation|Children|Musical,D,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"Fox and the Hound, The (1981)",Animation|Children|Drama,B,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Sound of Music, The (1965)",Musical|Romance,B,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bonnie and Clyde (1967),Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Reservoir Dogs (1992),Crime|Mystery|Thriller,A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Top Gun (1986),Action|Romance,B,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,A,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,A,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,A,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aliens (1986),Action|Adventure|Horror|Sci-Fi,B,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lawrence of Arabia (1962),Adventure|Drama|War,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Apocalypse Now (1979),Action|Drama|War,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Third Man, The (1949)",Film-Noir|Mystery|Thriller,A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Goodfellas (1990),Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alien (1979),Horror|Sci-Fi,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Psycho (1960),Crime|Horror,A,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Blues Brothers, The (1980)",Action|Comedy|Musical,B,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Godfather: Part II, The (1974)",Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,A,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
"Boot, Das (Boat, The) (1981)",Action|Drama|War,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,A,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,A,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Stand by Me (1986),Adventure|Drama,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
M (1931),Crime|Film-Noir|Thriller,B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Great Escape, The (1963)",Action|Adventure|Drama|War,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Unforgiven (1992),Drama|Western,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Manchurian Candidate, The (1962)",Crime|Thriller|War,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Back to the Future (1985),Adventure|Comedy|Sci-Fi,A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Akira (1988),Action|Adventure|Animation|Sci-Fi,B,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Great Dictator, The (1940)",Comedy|Drama|War,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Fantasia (1940),Animation|Children|Fantasy|Musical,B,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
High Noon (1952),Drama|Western,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,A,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade (1989),Action|Adventure,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Forbidden Planet (1956),Drama|Sci-Fi,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Field of Dreams (1989),Children|Drama|Fantasy,B,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Man Who Would Be King, The (1975)",Adventure|Drama,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Butch Cassidy and the Sundance Kid (1969),Action|Western,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carrie (1976),Drama|Fantasy|Horror|Thriller,B,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Breaking the Waves (1996),Drama|Mystery,A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Grease (1978),Comedy|Musical|Romance,C,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Jaws 3-D (1983),Action|Horror,D,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,B,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
In Love and War (1996),Romance|War,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Last of the Mohicans, The (1992)",Action|Romance|War|Western,B,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Hamlet (1996),Crime|Drama|Romance,A,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,D,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Romy and Michele's High School Reunion (1997),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,D,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
G.I. Jane (1997),Action|Drama,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,A,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Gattaca (1997),Drama|Sci-Fi|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Witness (1985),Drama|Romance|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Scream 2 (1997),Comedy|Horror|Mystery|Thriller,D,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,D,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,B,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Sphere (1998),Sci-Fi|Thriller,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Everest (1998),Documentary|IMAX,A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,B,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,B,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
Picnic at Hanging Rock (1975),Drama|Mystery,A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Armageddon (1998),Action|Romance|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Pi (1998),Drama|Sci-Fi|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Mutiny on the Bounty (1935),Adventure|Drama,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
On the Waterfront (1954),Crime|Drama,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
In the Heat of the Night (1967),Drama|Mystery,A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday the 13th Part 2 (1981),Horror,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part 3: 3D (1982),Horror,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part IV: The Final Chapter (1984),Horror,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part V: A New Beginning (1985),Horror,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halloween II (1981),Horror,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halloween III: Season of the Witch (1982),Horror,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poltergeist II: The Other Side (1986),Horror|Thriller,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Poltergeist III (1988),Horror|Thriller,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Exorcist, The (1973)",Horror|Mystery,B,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Mask of Zorro, The (1998)",Action|Comedy|Romance,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Saving Private Ryan (1998),Action|Drama|War,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,D,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,B,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Parent Trap, The (1998)",Children|Comedy|Romance,C,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,B,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Out of the Past (1947),Film-Noir,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
